gene_id	gene_name	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUSG00000001416	Cct3	85.131121	84.263124	95.944772	79.238107	75.311349	99.812772	63.157646	71.339775	72.65973
ENSMUSG00000001418	Glmp	51.453393	54.969232	47.235804	52.166616	57.738716	60.588977	55.194158	56.235693	46.655978
ENSMUSG00000001419	Mef2d	8.565253	9.827467	11.250192	10.45054	10.261042	11.935248	9.408085	7.807465	6.304111
ENSMUSG00000001420	Tmem79	2.795651	2.773621	2.898176	3.082093	3.048999	4.09409	2.058655	2.021818	2.724233
ENSMUSG00000001424	Snd1	50.292159	41.314295	46.751102	45.616977	43.212383	39.503322	60.235468	37.773037	35.821726
ENSMUSG00000001435	Col18a1	308.125218	270.195952	266.267459	248.005563	268.209024	193.672334	264.724162	227.097545	169.317686
ENSMUSG00000001436	Slc19a1	3.982979	3.93827	3.859063	3.172666	2.71989	5.45784	10.394744	4.378861	3.547453
ENSMUSG00000001440	Kpnb1	31.025714	34.785157	38.524649	37.931363	31.966071	46.082271	27.88595	26.338211	23.049588
ENSMUSG00000001441	Npepps	11.559797	12.21012	14.879426	12.186527	11.558951	15.052182	9.705667	9.55954	8.561784
ENSMUSG00000001444	Tbx21	0.091646	0	0.074614	0.048753	0.143374	0.164261	0	0.121083	0.100862
ENSMUSG00000001445	Mrpl10	36.041516	33.397069	31.762769	35.575073	28.134176	34.08192	25.373935	26.074923	25.251177
ENSMUSG00000001467	Cyp51	76.223308	66.751912	78.968776	49.73294	44.798082	43.947136	65.461766	54.690634	46.293476
ENSMUSG00000001472	Tcf25	55.072712	52.977219	49.668488	48.371222	43.543239	48.548997	49.309053	41.274032	36.256
ENSMUSG00000001473	Tubb6	2.40782	2.132098	2.000689	3.109373	2.874271	3.624292	2.815405	2.335514	1.503893
ENSMUSG00000001482	Def8	21.067753	19.756896	16.079141	21.363147	20.445671	26.9397	17.115045	15.275295	14.773997
ENSMUSG00000001493	Meox1	0	0	0.041694	0	0.099761	0.030983	0	0	0.055328
ENSMUSG00000001494	Sost	0	0	0	0	0.035866	0	0	0	0
ENSMUSG00000001496	Nkx2-1	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497	Pax9	0	0	0	0	0	0	0	0	0.026765
ENSMUSG00000001504	Irx2	0	0	0	0	0.05832	0	0	0	0
ENSMUSG00000001506	Col1a1	0.221841	0.233381	0.208835	1.334872	0.997338	0.516889	0.595966	0.802841	0.538577
ENSMUSG00000001507	Itga3	1.910824	2.130733	2.451867	2.224028	2.148521	2.402889	2.576839	1.843838	1.707735
ENSMUSG00000001508	Sgca	0	0	0	0	0	0	0	0	0
ENSMUSG00000001510	Dlx3	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	Foxm1	0	0.097806	0.041029	0.309145	0.031176	0.546153	0.160099	0.113448	0.013095
ENSMUSG00000001518	Itfg2	5.419858	5.936328	7.11288	5.181918	5.246746	5.970625	3.428611	3.641474	3.549134
ENSMUSG00000001520	Nrip2	0	0	0	0.133362	0.066193	0.041157	0	0	0.01826
ENSMUSG00000001521	Tulp3	0.195593	0.626185	0.444766	0.476326	0.440016	0.48694	0.214616	0.404567	0.191159
ENSMUSG00000001524	Gtf2h4	9.54704	14.576799	13.792413	10.716588	9.598224	11.475144	9.66419	10.202343	10.148449
ENSMUSG00000001525	Tubb5	35.768663	31.724495	33.736973	32.837636	23.582452	44.084196	18.876931	20.423015	19.878048
ENSMUSG00000001542	Ell2	36.900462	28.098404	31.825357	29.003351	28.137077	28.0379	28.358148	24.287529	21.977735
ENSMUSG00000001552	Jup	18.937599	19.500457	19.91819	23.925893	22.353309	21.529142	19.991298	17.036842	13.178596
ENSMUSG00000001555	Fkbp10	0.525209	0.376037	0.322292	0.285987	0.109511	0.334069	0.858622	0.289812	0.138917
ENSMUSG00000001558	Klhl10	0.058707	0	0	0	0.1516	0	0	0	0
ENSMUSG00000001566	Mnx1	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	6.994601	9.61612	9.910249	14.126964	7.720146	9.61996	8.994747	4.500217	5.521489
ENSMUSG00000001576	Ergic1	35.440796	38.915959	33.788985	40.739527	39.348217	37.18736	40.593529	30.787778	27.156097
ENSMUSG00000001583	Tnk1	0	0	0	0	0.102055	0.047607	0	0.168267	0.073919
ENSMUSG00000001588	Acap1	1.191179	0.639015	0.969528	1.398222	0.586857	0.902785	0.618246	0.889651	0.904544
ENSMUSG00000001604	Tcea3	60.067115	62.051593	43.326924	52.297027	60.80827	55.437669	56.617242	48.191973	38.882185
ENSMUSG00000001622	Csn3	0	0	0	0	0	0	0	0	0
ENSMUSG00000001627	Ifrd1	8.430473	24.634749	13.403345	13.464238	6.47977	7.80734	4.62033	15.737092	11.640911
ENSMUSG00000001630	Stk38l	5.995259	7.283789	7.824637	7.570497	8.451257	9.071459	6.699722	5.052434	5.449039
ENSMUSG00000001632	Brpf1	4.884354	5.314557	6.286243	4.062043	4.073886	5.137454	4.610299	4.001084	3.143267
ENSMUSG00000001642	Akr1b3	3.636448	4.389834	3.472941	6.299436	7.533544	4.812283	4.759339	7.988524	6.99132
ENSMUSG00000001655	Hoxc13	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656	Hoxc11	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	Hoxc8	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661	Hoxc6	0	0	0	0	0	0.093681	0	0	0
ENSMUSG00000001663	Gstt1	379.762667	350.340518	386.074371	342.455371	393.118101	389.961374	270.822512	324.916058	402.771878
ENSMUSG00000001665	Gstt3	66.661782	58.556113	78.948131	42.997731	56.836306	79.316806	35.978078	41.361182	55.8958
ENSMUSG00000001666	Ddt	629.979332	652.553671	652.329484	631.973913	718.138122	738.965143	555.404723	628.884178	562.661909
ENSMUSG00000001670	Tat	602.20249	531.512941	483.938401	470.721785	637.429079	551.568037	838.71726	813.282492	611.007504
ENSMUSG00000001672	Marveld3	0.658741	0.643743	0.114834	0.406673	0.238641	0.571475	0.207908	0.171895	0.356035
ENSMUSG00000001674	Ddx18	12.265927	16.656908	15.00453	9.492863	17.468119	19.299636	8.888729	12.98111	7.875085
ENSMUSG00000001687	Ubl3	40.413876	38.684105	40.212493	44.637413	32.859185	43.825205	30.553891	27.176545	25.926461
ENSMUSG00000001700	Gramd3	16.155543	13.393409	14.118257	13.986514	14.325145	12.72401	17.198181	15.253374	15.323852
ENSMUSG00000001707	Eef1e1	13.862134	19.989976	19.861333	19.489394	19.106954	23.566332	10.80403	14.614063	11.06264
ENSMUSG00000001729	Akt1	24.192238	31.532221	31.092197	28.498582	21.255571	31.313025	22.711843	24.393114	20.481194
ENSMUSG00000001739	Cldn15	0.063208	0.485872	0.101442	0.71733	0.121512	1.198404	0.092449	0.293747	0.101538
ENSMUSG00000001741	Il16	0.81208	0.559559	0.735955	1.307138	1.232179	0.942318	0.793832	0.561868	0.37343
ENSMUSG00000001750	Tcirg1	17.656969	18.557991	21.332464	16.416768	22.890695	19.142306	18.491113	17.807114	20.175558
ENSMUSG00000001751	Naglu	10.782517	10.75036	9.95547	10.062551	11.704809	7.206261	12.720233	12.911322	9.374823
ENSMUSG00000001755	Coasy	93.756766	91.807379	81.20153	93.447504	90.106648	92.352801	86.427643	81.665852	72.441074
ENSMUSG00000001761	Smo	1.32623	0.72858	1.474282	1.074784	1.468045	1.810646	1.537626	1.172268	1.216698
ENSMUSG00000001763	Tspan33	7.082881	8.697983	5.090941	4.984173	5.597173	6.805881	9.690925	6.0893	3.980852
ENSMUSG00000001767	Crnkl1	7.947789	10.4828	7.133338	7.430534	8.738669	8.540302	6.05933	5.272522	4.862948
ENSMUSG00000001768	Rin2	4.374056	1.35955	5.470528	3.877476	4.182812	3.044998	3.272315	2.630041	2.021177
ENSMUSG00000001773	Folh1	0	0	0	0	0	0	0	0.075453	0
ENSMUSG00000001774	Chordc1	49.713253	64.150162	62.534271	52.829634	46.463552	81.15904	45.946587	47.950711	37.348338
ENSMUSG00000001783	Rtcb	39.475826	35.597865	40.850444	37.805045	35.608863	41.817166	34.949827	33.339669	26.603849
ENSMUSG00000001785	Pwp1	7.60183	9.788841	9.409898	8.382013	8.409833	12.017179	6.134898	6.896256	4.837608
ENSMUSG00000001786	Fbxo7	13.190904	10.002565	11.659352	12.478194	10.942318	10.679641	13.497698	9.651973	9.319293
ENSMUSG00000001794	Capns1	116.411141	110.196259	89.97067	119.087249	122.578496	125.425135	105.048561	76.050685	87.570895
ENSMUSG00000001802	Lrp3	8.593838	10.714415	9.631756	10.039558	11.475476	10.803619	8.651101	9.029663	5.890583
ENSMUSG00000001804	Dsg4	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	Evx2	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	Hoxd13	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	Hoxd12	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	Folr1	0	0	0	0	0.090597	0	0	0	0
ENSMUSG00000001829	Clpb	31.92602	27.663221	26.573077	28.846775	32.261666	32.136225	32.61439	22.965934	23.738713
ENSMUSG00000001833	Sept7	34.844014	34.539648	41.359279	33.068191	33.335902	35.521556	27.458562	28.717166	21.037836
ENSMUSG00000001844	Zdhhc4	14.560847	17.220211	17.953217	14.102081	16.255602	14.764049	12.645357	15.918208	13.886861
ENSMUSG00000001847	Rac1	112.356578	99.038636	91.207978	87.069369	95.238476	104.999749	94.552246	79.203111	65.253038
ENSMUSG00000001855	Nup214	5.194456	4.960389	4.057657	3.877068	6.701876	4.872871	4.321877	4.886158	1.850169
ENSMUSG00000001864	Aif1l	0	0.069357	0.057881	0	2.535237	0.043221	0.079321	0.037071	0.076694
ENSMUSG00000001865	Cpa3	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	Ltbp1	0.44144	0.335966	0.172339	0.65413	0.714051	0.3953	0.517659	0.784098	0.566231
ENSMUSG00000001891	Ugp2	198.703824	184.844022	176.356568	210.334334	179.566986	217.403367	172.914583	171.565252	136.326015
ENSMUSG00000001901	Kcnh6	0	0	0	0	0	0	0	0	0
ENSMUSG00000001909	Trmt1	19.303218	30.523246	26.164183	19.45303	16.570244	23.285376	27.963988	16.369165	20.587371
ENSMUSG00000001910	Nacc1	12.221351	13.765802	13.861295	14.840882	13.465731	15.403676	13.206602	10.881639	8.306557
ENSMUSG00000001911	Nfix	22.944534	25.250003	22.392621	25.597599	24.984197	21.48346	26.940544	17.204511	16.128082
ENSMUSG00000001918	Slc1a5	0.792542	1.012099	0.649492	2.657954	2.564099	1.064994	1.36104	2.069735	1.615109
ENSMUSG00000001924	Uba1	53.548826	56.469048	52.875394	54.709303	46.766595	63.083164	50.336697	45.21808	38.271096
ENSMUSG00000001930	Vwf	2.660258	0.800247	0.820757	1.338692	1.81941	1.149022	0.825127	1.429256	1.202471
ENSMUSG00000001942	Siae	13.22357	11.668064	10.06915	10.407534	10.173209	9.859122	10.609049	8.024709	6.564306
ENSMUSG00000001943	Vsig2	0.108532	0.208751	0.523667	0.350948	0.345751	0	0	0.281649	0.176196
ENSMUSG00000001946	Esam	5.636577	4.861445	8.323541	4.719705	5.195995	5.275073	3.442447	4.952385	3.833055
ENSMUSG00000001948	Spa17	0.496452	0.161542	0	0.932175	1.279831	0.763946	0.742619	1.012634	0.132372
ENSMUSG00000001962	Fam50a	23.675518	21.274022	21.876108	20.377882	18.322073	24.824499	17.914616	14.895571	13.545974
ENSMUSG00000001964	Emd	12.875497	12.931332	12.450495	11.523522	8.129483	12.687103	11.494195	8.51143	7.752242
ENSMUSG00000001983	Taco1	22.872049	18.441842	19.760455	25.912769	23.094592	23.482684	22.208839	16.546949	9.83146
ENSMUSG00000001985	Grik3	0	0	0	0	0	0	0	0	0
ENSMUSG00000001986	Gria3	0.119397	0	0.14452	0.240524	0.04376	0.054026	0.340535	0.26238	0.235149
ENSMUSG00000001988	Npas1	0	0	0	0.029678	0	0	0	0	0
ENSMUSG00000001995	Sipa1l2	0.84477	0.603869	0.532455	1.433914	1.558832	1.330652	0.761704	0.693463	0.258016
ENSMUSG00000001998	Ap4e1	3.074662	1.583682	1.899682	2.607118	1.301413	3.560288	2.121657	1.283332	0.895466
ENSMUSG00000001999	Blvra	9.981163	6.200448	7.795879	8.397501	8.931909	10.227091	10.792584	8.909411	8.333138
ENSMUSG00000002006	Pdzd4	0	0.213906	0	0.098402	0	0	0.044637	0.016032	0.015107
ENSMUSG00000002007	Srpk3	0	0	0	0	0	0	0	0	0
ENSMUSG00000002010	Idh3g	59.035196	55.95197	59.351232	55.855056	60.516402	60.168903	58.05826	48.966833	49.320732
ENSMUSG00000002012	Pnck	0.161753	0.425905	0	0.174139	0	0.048116	0.177703	0	0
ENSMUSG00000002014	Ssr4	135.805092	132.394246	150.729996	140.015821	138.886284	125.026221	155.679921	158.697074	138.627535
ENSMUSG00000002015	Bcap31	128.617644	120.960473	111.898757	111.764123	118.995696	132.408551	106.027694	111.70795	104.9116
ENSMUSG00000002017	Fam98a	11.699972	18.157687	17.260912	14.408447	13.104389	18.530828	13.103468	11.602467	10.296089
ENSMUSG00000002020	Ltbp2	0.127398	0.041269	0.065576	0.122459	0.061937	0.086752	0.011743	0.129628	0.364149
ENSMUSG00000002028	Kmt2a	2.271938	2.686492	2.939787	2.944402	2.116528	2.438737	2.651058	1.505625	1.37295
ENSMUSG00000002031	Ift46	17.791032	11.024266	13.932073	12.884963	10.953124	13.450042	14.617963	9.421208	9.382186
ENSMUSG00000002032	Tmem25	12.456043	13.008858	12.803079	15.466177	23.398211	12.142998	20.841202	18.827081	19.061834
ENSMUSG00000002033	Cd3g	1.110907	0.269293	0.334324	1.046119	0.089526	0.507342	0.308263	0.495027	0.146585
ENSMUSG00000002043	Trappc6a	21.720789	19.307291	23.043964	28.766748	23.625589	18.153922	20.547322	23.458275	25.017847
ENSMUSG00000002052	Supt6	11.656238	15.165983	14.962063	13.11476	12.680866	16.730277	12.190715	10.678394	8.499412
ENSMUSG00000002055	Spag5	0.141494	0	0.038449	0.122732	0.06191	0.127838	0.6547	0.33996	1.15986
ENSMUSG00000002057	Foxn1	0	0.02204	0	0	0	0	0	0	0
ENSMUSG00000002058	Unc119	4.435746	4.076161	3.327077	4.468623	6.663007	6.247876	4.022639	4.208832	5.570816
ENSMUSG00000002059	Rab34	2.592305	3.053355	2.945183	3.599746	4.136103	3.458845	4.645553	4.001453	4.117692
ENSMUSG00000002064	Sdf2	36.554503	38.514991	31.572475	32.46175	28.645604	33.204382	30.015597	29.663628	26.841224
ENSMUSG00000002068	Ccne1	0.590347	0.037937	0.143015	0.510977	1.085146	0.319889	1.074086	0.274811	0.504514
ENSMUSG00000002076	Hsf2bp	0.179497	0	0	0.13036	0	0	0.059078	0.123006	0.042483
ENSMUSG00000002083	Bbc3	13.879437	5.494423	4.700947	10.338902	7.705998	7.590803	17.015763	7.633539	11.488988
ENSMUSG00000002100	Mybpc3	0	0	0	0	0	0	0.056621	0.013457	0
ENSMUSG00000002102	Psmc3	114.507517	98.631242	94.682865	80.213674	72.72576	101.333999	70.007056	72.097991	67.173018
ENSMUSG00000002103	Acp2	21.900237	17.47646	17.736084	18.922601	18.155731	18.722357	18.211617	13.689446	11.216316
ENSMUSG00000002104	Rapsn	0	0	0.200966	0	0	0	0	0.241207	0
ENSMUSG00000002105	Slc39a13	4.274677	1.743389	4.186048	4.218541	3.667504	4.055588	3.936388	4.67098	4.742628
ENSMUSG00000002107	Celf2	3.894929	4.092238	4.020711	5.295645	2.98396	5.165274	4.000584	3.044695	2.22473
ENSMUSG00000002108	Nr1h3	79.232611	75.94744	69.892237	80.149949	74.248652	76.2943	66.841957	66.722533	50.599897
ENSMUSG00000002109	Ddb2	2.219469	1.062641	2.176143	1.850457	2.782909	2.652842	2.563236	1.672948	1.441919
ENSMUSG00000002111	Spi1	3.625337	4.541486	1.819712	4.576068	1.881389	4.858849	3.076131	3.306626	2.840057
ENSMUSG00000002129	Sf3a1	6.168815	9.339807	8.999158	6.901767	7.894846	11.31417	7.910385	7.519669	4.894043
ENSMUSG00000002147	Stat6	20.772785	19.560448	18.856451	22.771221	19.393407	22.522668	20.872932	22.546329	16.830455
ENSMUSG00000002190	Clgn	0	0	0	0	0	0	0	0	0
ENSMUSG00000002204	Napsa	0.324082	0	0	0.479038	0	0.096196	0	0.083513	0.043391
ENSMUSG00000002205	Vrk3	18.006191	16.706796	13.62869	16.187326	13.936237	13.265829	12.278816	14.248957	10.491131
ENSMUSG00000002210	Smg9	4.582808	5.019166	5.353887	8.261702	5.056334	8.655348	5.080027	5.045277	2.769261
ENSMUSG00000002221	Paxip1	6.341228	10.902445	9.154629	7.512452	8.75794	7.943216	7.727896	6.057504	6.841961
ENSMUSG00000002222	Rmnd5a	40.850566	40.700796	35.713	42.890041	39.639342	35.526744	48.843051	38.174418	32.740383
ENSMUSG00000002227	Mov10	5.545429	3.544241	3.886456	5.027818	4.402769	3.914071	6.503581	6.068095	5.277418
ENSMUSG00000002228	Ppm1j	0.206434	0.543737	0.748968	0.331568	0	0.204804	0.099938	0.107747	0
ENSMUSG00000002233	Rhoc	4.461101	4.27125	5.7993	5.567578	5.554081	7.714226	6.290452	5.359344	5.966559
ENSMUSG00000002240	Prr27	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	5.812463	5.858698	4.19335	5.253636	5.468639	5.999771	3.926448	4.867071	3.704044
ENSMUSG00000002250	Ppard	6.786575	4.416674	7.229206	8.793136	8.46997	5.861283	5.402317	8.931412	8.30866
ENSMUSG00000002257	Def6	0.050639	0	0.041068	0.162791	0	0.120249	0.14557	0.133202	0
ENSMUSG00000002265	Peg3	1.575131	1.463692	1.730736	1.487677	1.643416	2.754807	1.349953	0.754685	0.812577
ENSMUSG00000002266	Zim1	0	0.026985	0.100615	0	0	0.060114	0	0	0
ENSMUSG00000002274	Metrn	2.794379	3.841049	2.409657	2.982365	2.335354	3.655532	1.843835	3.589657	3.822945
ENSMUSG00000002279	Lmf1	24.30496	21.973758	18.763985	23.412603	18.113861	20.382109	19.347376	16.80968	16.946181
ENSMUSG00000002280	Narfl	12.310827	13.616716	12.29202	12.479011	15.928694	11.722141	10.802661	11.7856	9.578987
ENSMUSG00000002289	Angptl4	86.739742	37.479571	42.231038	24.673945	28.237314	37.3276	44.66253	56.324725	53.237286
ENSMUSG00000002297	Dbf4	0.764836	0.566354	0.777679	1.372554	0.68821	0.969439	0.980469	0.594951	1.067469
ENSMUSG00000002307	Daxx	5.517049	5.672563	7.18404	6.074961	8.410986	7.205995	6.812754	3.961885	4.246987
ENSMUSG00000002308	Cd320	1.81082	5.358791	3.746823	4.534819	6.784412	5.27192	8.856134	4.434428	3.540455
ENSMUSG00000002319	Ipo4	15.623112	18.295002	15.884981	16.807303	9.712799	18.574385	13.693967	13.853646	18.1504
ENSMUSG00000002320	Tm9sf1	33.331376	30.994679	39.275212	39.460882	31.50253	43.427915	36.850018	29.73886	23.545645
ENSMUSG00000002324	Rec8	0.207472	0.298401	0.209024	0.392716	0.829878	1.233432	1.122153	0.77743	0.707917
ENSMUSG00000002325	Irf9	16.602767	12.906694	12.488113	17.235572	16.677109	10.695623	16.737583	10.370572	13.427503
ENSMUSG00000002326	Gmpr2	12.616206	8.995599	9.924729	10.995244	10.981515	12.237656	6.395424	8.530048	9.063218
ENSMUSG00000002329	Mdp1	7.525229	9.236032	7.893926	9.96887	9.520632	9.616941	11.689139	7.98854	8.904332
ENSMUSG00000002332	Dhrs1	156.004689	138.923361	146.550416	116.072733	120.985516	116.818567	126.019283	96.676582	94.741395
ENSMUSG00000002341	Ncan	0	0	0	0	0	0	0	0	0
ENSMUSG00000002342	Tmem161a	12.113014	10.8047	13.930327	10.364072	13.770607	14.981529	12.389295	10.914053	9.372028
ENSMUSG00000002343	Armc6	5.35952	4.042705	5.504137	5.080447	4.720305	6.061054	4.693055	3.601415	2.329902
ENSMUSG00000002345	2310045N01Rik	24.299862	25.358309	21.223519	19.676931	19.737363	21.875455	21.097764	16.105918	19.207702
ENSMUSG00000002346	Slc25a42	43.6011	37.847068	37.959439	49.330744	42.854059	43.332082	40.942985	32.570781	32.134356
ENSMUSG00000002365	Snx9	27.489936	21.612679	22.842182	24.63698	22.939426	21.794411	22.796391	19.592743	17.329189
ENSMUSG00000002372	Ranbp3	15.523103	16.91577	15.440503	15.431575	15.568846	17.07726	12.953223	14.979198	12.382461
ENSMUSG00000002379	Ndufa11	14.333943	18.723496	14.360794	16.250735	16.812948	18.922918	16.384135	17.034347	16.425126
ENSMUSG00000002384	Bmp8b	0	0	0	0.041531	0	0	0.028156	0	0.041261
ENSMUSG00000002393	Nr2f6	90.670126	77.746666	79.300565	81.493927	89.022848	76.688004	74.418962	77.632102	66.966428
ENSMUSG00000002395	Use1	61.601237	59.832388	55.386027	39.733637	55.86733	56.288753	43.140139	44.824948	45.982725
ENSMUSG00000002396	Ocel1	6.444315	5.016139	4.559525	4.792433	4.815436	3.751298	5.778819	3.173912	4.343228
ENSMUSG00000002409	Dyrk1b	5.982626	3.287104	3.056496	3.301379	4.272402	2.231609	4.835816	3.317797	3.643709
ENSMUSG00000002413	Braf	3.609001	4.073681	4.749181	4.714697	3.015293	3.769357	4.451896	2.867127	2.121398
ENSMUSG00000002416	Ndufb2	169.875319	200.110055	174.909513	186.840788	207.218553	135.19088	163.727623	213.219238	170.778351
ENSMUSG00000002428	Hltf	3.410217	3.280845	3.001469	5.033013	2.341332	2.625029	3.635332	2.911833	2.881908
ENSMUSG00000002455	Prpf6	20.007786	32.584807	27.435032	22.40552	21.486065	26.791586	19.939885	24.463685	15.80491
ENSMUSG00000002458	Rgs19	0.793031	0.397429	0.908847	1.298956	1.297748	0.948367	1.564953	0.835724	0.594183
ENSMUSG00000002459	Rgs20	0	0	0	0	0	0	0	0	0
ENSMUSG00000002475	Abhd3	49.906621	52.353951	40.582838	45.226047	48.398909	52.924553	40.203881	32.218143	34.4336
ENSMUSG00000002477	Snrpd1	18.676106	23.690973	28.766023	26.178814	16.749401	28.918094	13.433767	19.577234	17.100554
ENSMUSG00000002486	Tchp	1.123296	0.748282	0.932645	1.627211	0.569564	1.719037	0.750281	0.894372	1.192295
ENSMUSG00000002489	Tiam1	0.162344	0.102275	0.258124	0.186636	0.413532	0.339732	0.764505	0.062052	0.064117
ENSMUSG00000002496	Tsc2	8.076079	7.834593	7.781199	7.830726	7.701764	8.884849	8.749368	6.022151	4.444179
ENSMUSG00000002500	Rpl3l	0	0.08303	0	0	0	0	0	0	0
ENSMUSG00000002504	Slc9a3r2	11.259983	14.767892	11.648986	12.877804	14.885006	14.720044	12.767009	9.495783	7.223269
ENSMUSG00000002524	Puf60	39.319085	35.151794	36.511921	34.319445	35.420923	35.515326	31.233795	35.372178	29.133149
ENSMUSG00000002546	Golga2	13.855435	13.018018	14.964104	12.08052	13.471278	16.221089	12.172413	11.237921	7.48008
ENSMUSG00000002550	Uck1	30.952475	25.765088	25.956443	35.188448	36.559389	37.406417	31.615535	29.35689	31.287326
ENSMUSG00000002565	Scin	0	0	0	0	0	0.027419	0	0.068701	0
ENSMUSG00000002578	Ikzf4	0.20011	0.731917	1.634992	0.680205	0.094841	0.711377	0.169752	0.332504	0.090049
ENSMUSG00000002580	Mien1	83.353735	99.017773	83.351917	93.78992	86.381971	81.375383	76.863527	84.367231	82.841218
ENSMUSG00000002588	Pon1	1143.431724	1164.537931	1088.942189	936.670812	759.838696	765.915211	664.642531	554.613769	593.422666
ENSMUSG00000002602	Axl	3.317108	3.930579	4.771637	6.135006	3.815198	4.476346	3.900945	3.759031	2.891609
ENSMUSG00000002603	Tgfb1	3.72991	2.524471	3.28779	3.120888	5.113328	3.173575	1.766557	2.673462	1.918154
ENSMUSG00000002608	Ccdc97	11.633544	13.119995	15.123998	10.465883	12.309584	13.902357	8.001502	9.587737	7.640637
ENSMUSG00000002617	Zfp40	0.268893	1.609052	1.134516	1.969689	1.077108	1.907048	2.123309	0.546111	0.446826
ENSMUSG00000002625	Akap8l	13.032345	15.773714	14.393635	13.069982	12.601621	16.470746	12.366011	13.539225	12.420545
ENSMUSG00000002633	Shh	0.041982	0.295467	0.102769	0.610413	0.79258	0.745792	0.490494	0.549592	0.249642
ENSMUSG00000002635	Pdcd2l	7.249568	12.757737	6.180235	5.948177	9.770483	6.958068	5.093438	7.358333	5.967503
ENSMUSG00000002658	Gtf2f1	16.498898	21.819158	21.43233	17.652179	14.379482	26.332373	11.2496	16.975292	15.043362
ENSMUSG00000002660	Clpp	55.5647	54.760465	53.796421	40.091481	40.992645	49.927875	38.750906	45.399846	39.088905
ENSMUSG00000002661	Alkbh7	17.08541	15.551207	11.074439	14.078298	17.737845	11.612692	11.475947	13.73119	11.994189
ENSMUSG00000002664	Pspn	0	0.584178	0	0	0	0	0	0	0
ENSMUSG00000002668	Dennd1c	0.484988	0.423355	0	0.309701	0.309751	0.341141	0.515254	0.388125	0.285402
ENSMUSG00000002679	Med6	14.889463	14.734298	15.053981	13.534923	8.854449	14.055923	11.779224	11.928766	11.442986
ENSMUSG00000002688	Prkd1	0	0	0.09833	0.131139	0.135986	0.036918	0	0.047042	0.016285
ENSMUSG00000002699	Lcp2	1.743624	1.208033	1.094257	1.604841	1.20059	0.973486	0.836867	1.151691	0.942119
ENSMUSG00000002718	Cse1l	18.925227	12.388858	14.84731	15.486678	12.317855	12.854392	12.329302	15.305528	10.444058
ENSMUSG00000002728	Naa20	19.851473	19.111329	21.133488	21.856793	20.319489	21.430556	16.493057	19.566562	17.135356
ENSMUSG00000002731	Prkra	11.278867	6.920129	7.138017	10.855326	10.844408	10.723468	13.074524	8.514566	7.469829
